id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
7766,78,Pekerja Bebas Bukan Perusahan,184762,SMA,9,Menikah,Petani,Laki2,48594000,0,50,<= 6 juta
7767,32,Wiraswasta,119176,SMA,9,Menikah,Pemuka Agama,Perempuan,0,0,44,<= 6 juta
7768,32,Wiraswasta,182975,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Perempuan,0,0,20,<= 6 juta
7769,23,Wiraswasta,181796,SMA,9,Menikah,Sales,Laki2,0,0,50,<= 6 juta
7770,52,Wiraswasta,137658,11th,7,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
7771,60,?,131852,5th-6th,3,Menikah,?,Laki2,0,0,30,> 6 juta
7772,27,Wiraswasta,285294,D3,12,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,60,<= 6 juta
7773,49,Wiraswasta,239625,Master,14,Menikah,Ekesekutif Managerial,Laki2,0,0,40,> 6 juta
7774,73,Pemerintah Lokal,143437,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,20,<= 6 juta
7775,36,Wiraswasta,116358,Master,14,Menikah,Ekesekutif Managerial,Laki2,0,0,40,> 6 juta
7776,32,Wiraswasta,184440,Pendidikan Tinggi,10,Menikah,Mesin Inspeksi,Laki2,48496000,0,40,<= 6 juta
7777,49,Wiraswasta,68493,SMA,9,Menikah LDR,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
7778,36,Wiraswasta,130200,SMA,9,Cerai,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
7779,17,Wiraswasta,244589,11th,7,Belum Pernah Menikah,Sales,Perempuan,0,0,40,<= 6 juta
7780,29,Wiraswasta,212895,D3,12,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,35,<= 6 juta
7781,36,Wiraswasta,214031,10th,6,Menikah,Supir,Laki2,0,0,80,<= 6 juta
7782,53,Pemerintah Provinsi,147629,D3,12,Menikah,Spesialis,Laki2,0,0,80,> 6 juta
7783,33,Wiraswasta,125761,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0,0,36,<= 6 juta
7784,43,Pekerja Bebas Bukan Perusahan,47261,Pendidikan Tinggi,10,Menikah,Petani,Laki2,0,0,50,<= 6 juta
7785,32,Wiraswasta,193565,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
7786,54,Wiraswasta,145419,SMA,9,Menikah,Sales,Laki2,0,23408000,50,<= 6 juta
7787,64,Pemerintah Negara,143880,Sarjana,13,Menikah,Spesialis,Laki2,0,0,40,> 6 juta
7788,38,Wiraswasta,101387,SMA,9,Menikah,Servis Lainnya,Perempuan,0,0,43,<= 6 juta
7789,22,Wiraswasta,191954,D4,11,Belum Pernah Menikah,Sales,Laki2,0,0,45,<= 6 juta
7790,66,Pemerintah Lokal,362165,Sarjana,13,Janda,Spesialis,Perempuan,0,30884000,25,<= 6 juta
7791,44,Wiraswasta,150533,Pendidikan Tinggi,10,Berpisah,Perbaikan Kerajinan,Laki2,0,26264000,55,<= 6 juta
7792,43,?,109912,Sarjana,13,Menikah,?,Perempuan,0,0,7,> 6 juta
7793,34,Wiraswasta,617917,Sarjana,13,Menikah,Sales,Laki2,0,26418000,40,> 6 juta
7794,30,Wiraswasta,177304,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0,0,44,<= 6 juta
7795,19,Wiraswasta,466458,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,20,<= 6 juta
7796,44,Wiraswasta,57233,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0,0,45,<= 6 juta
7797,22,?,39803,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0,0,40,<= 6 juta
7798,45,Wiraswasta,151627,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0,0,45,<= 6 juta
7799,20,?,173945,11th,7,Menikah,?,Perempuan,0,0,39,<= 6 juta
7800,76,?,84737,Sarjana,13,Janda,?,Laki2,0,0,32,<= 6 juta
7801,53,Wiraswasta,287927,SMA,9,Cerai,Sales,Perempuan,0,0,60,<= 6 juta
7802,51,Pekerja Bebas Bukan Perusahan,85877,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,1399986000,0,60,> 6 juta
7803,43,Wiraswasta,160369,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
7804,18,?,395567,11th,7,Belum Pernah Menikah,?,Laki2,0,0,40,<= 6 juta
7805,25,Wiraswasta,132749,11th,7,Cerai,Servis Lainnya,Perempuan,0,0,12,<= 6 juta
7806,45,Pemerintah Negara,305739,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
7807,25,Wiraswasta,165866,D4,11,Belum Pernah Menikah,Petani,Laki2,0,0,20,<= 6 juta
7808,24,Wiraswasta,155818,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0,0,40,<= 6 juta
7809,29,Pemerintah Lokal,183523,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
7810,42,Wiraswasta,341757,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0,0,40,<= 6 juta
7811,57,Wiraswasta,124771,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
7812,24,?,35633,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0,0,40,<= 6 juta
7813,57,Wiraswasta,132145,5th-6th,3,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
7814,28,Wiraswasta,115677,Sarjana,13,Menikah,Sales,Laki2,107632000,0,40,> 6 juta
7815,39,Wiraswasta,31964,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,80,> 6 juta
7816,73,Wiraswasta,301210,1st-4th,2,Menikah,Supir,Laki2,0,24290000,20,<= 6 juta
7817,38,Wiraswasta,208358,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,> 6 juta
7818,46,Wiraswasta,45857,SMA,9,Cerai,Sales,Perempuan,0,0,33,<= 6 juta
7819,17,Wiraswasta,53367,9th,5,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,35,<= 6 juta
7820,66,Wiraswasta,115880,Sarjana,13,Menikah,Spesialis,Laki2,148470000,0,40,> 6 juta
7821,46,Wiraswasta,196858,Master,14,Menikah,Spesialis,Laki2,0,0,35,> 6 juta
7822,20,Wiraswasta,143604,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0,0,2,<= 6 juta
7823,30,Wiraswasta,117963,Sarjana,13,Menikah,Pemuka Agama,Laki2,0,0,40,> 6 juta
7824,44,Pemerintah Lokal,171589,D4,11,Menikah,Perbaikan Kerajinan,Laki2,107632000,0,40,> 6 juta
7825,23,Pekerja Bebas Bukan Perusahan,289116,SMA,9,Cerai,Servis Lainnya,Perempuan,0,0,50,<= 6 juta
7826,47,Wiraswasta,183013,SMA,9,Menikah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
7827,33,Wiraswasta,113326,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,50,<= 6 juta
7828,57,Pemerintah Lokal,139452,SMA,9,Cerai,Pemuka Agama,Perempuan,0,0,16,<= 6 juta
7829,50,Pemerintah Lokal,124076,Sarjana,13,Menikah,Spesialis,Perempuan,0,0,40,> 6 juta
7830,34,Wiraswasta,295855,11th,7,Cerai,Servis Lainnya,Perempuan,0,0,70,<= 6 juta
7831,24,Wiraswasta,278130,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
7832,63,Wiraswasta,172433,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,26418000,40,> 6 juta
7833,41,Wiraswasta,173682,Master,14,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
7834,34,Wiraswasta,21755,SMA,9,Menikah,Petani,Laki2,0,0,63,<= 6 juta
7835,43,Wiraswasta,102114,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
7836,39,Wiraswasta,66687,Pendidikan Tinggi,10,Berpisah,Perbaikan Kerajinan,Laki2,0,0,45,<= 6 juta
7837,26,Wiraswasta,187577,D4,11,Belum Pernah Menikah,Sales,Laki2,0,0,55,<= 6 juta
7838,25,Wiraswasta,209230,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,6,<= 6 juta
7839,51,Wiraswasta,193720,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,45,> 6 juta
7840,50,Wiraswasta,176157,Master,14,Menikah,Ekesekutif Managerial,Laki2,0,0,50,> 6 juta
7841,45,Pemerintah Provinsi,45891,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Laki2,0,0,42,<= 6 juta
7842,24,Wiraswasta,315476,D3,12,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
7843,24,Wiraswasta,142227,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,30,<= 6 juta
7844,49,Wiraswasta,28171,SMA,9,Cerai,Tech-support,Laki2,67018000,0,40,> 6 juta
7845,33,Wiraswasta,192286,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0,0,52,<= 6 juta
7846,29,Pemerintah Negara,159782,Master,14,Menikah,Spesialis,Perempuan,0,0,45,> 6 juta
7847,32,Wiraswasta,312055,Sarjana,13,Cerai,Spesialis,Laki2,0,0,45,<= 6 juta
7848,54,Wiraswasta,133050,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0,0,41,<= 6 juta
7849,58,Wiraswasta,118303,SMA,9,Janda,Sales,Perempuan,0,0,35,> 6 juta
7850,42,Wiraswasta,226902,Sarjana,13,Menikah,Tech-support,Laki2,0,0,45,> 6 juta
7851,33,Wiraswasta,399531,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
7852,24,Wiraswasta,117789,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
7853,24,Wiraswasta,462820,Sarjana,13,Belum Pernah Menikah,Petani,Laki2,0,0,40,<= 6 juta
7854,43,Pemerintah Lokal,126847,Master,14,Menikah LDR,Spesialis,Perempuan,104020000,0,60,> 6 juta
7855,19,Wiraswasta,141868,SMA,9,Belum Pernah Menikah,Supir,Laki2,0,0,40,<= 6 juta
7856,37,Pekerja Bebas Bukan Perusahan,241463,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,25872000,65,> 6 juta
7857,35,Wiraswasta,217893,SMA,9,Cerai,Sales,Perempuan,0,0,30,<= 6 juta
7858,38,Pekerja Bebas Bukan Perusahan,43712,11th,7,Menikah,Ekesekutif Managerial,Laki2,0,26418000,45,> 6 juta
7859,43,Pekerja Bebas Perusahaan,188436,Master,14,Menikah,Ekesekutif Managerial,Laki2,70182000,0,45,<= 6 juta
7860,20,?,112858,SMA,9,Belum Pernah Menikah,?,Laki2,0,0,2,<= 6 juta
7861,21,?,224209,SMA,9,Menikah,?,Perempuan,0,0,30,<= 6 juta
7862,51,Wiraswasta,194259,Sarjana,13,Cerai,Tech-support,Perempuan,0,0,40,<= 6 juta
7863,44,Pekerja Bebas Perusahaan,120277,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,1399986000,0,45,> 6 juta
7864,41,Pekerja Bebas Perusahaan,34266,10th,6,Menikah,Ekesekutif Managerial,Laki2,0,0,50,<= 6 juta
7865,44,Pekerja Bebas Bukan Perusahan,230684,SMA,9,Menikah,Supir,Laki2,0,0,55,<= 6 juta
7866,19,Wiraswasta,279968,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,42,<= 6 juta
7867,66,Pekerja Bebas Bukan Perusahan,176315,Sarjana,13,Cerai,Sales,Laki2,5614000,0,20,<= 6 juta
7868,70,?,118630,D4,11,Janda,?,Perempuan,0,0,35,<= 6 juta
7869,51,Pemerintah Lokal,123325,Sekolah Professional,15,Janda,Spesialis,Perempuan,0,0,40,<= 6 juta
7870,27,Wiraswasta,72443,SMA,9,Belum Pernah Menikah,Tech-support,Laki2,0,0,40,<= 6 juta
7871,41,Wiraswasta,149102,SMA,9,Belum Pernah Menikah,Supir,Laki2,0,0,40,<= 6 juta
7872,32,Wiraswasta,196342,Doktor,16,Belum Pernah Menikah,Spesialis,Laki2,0,0,40,> 6 juta
7873,35,Pekerja Bebas Bukan Perusahan,61343,SMA,9,Cerai,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
7874,42,Wiraswasta,190179,Sarjana,13,Menikah,Spesialis,Laki2,1399986000,0,40,> 6 juta
7875,41,Wiraswasta,206565,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,45,<= 6 juta
7876,42,Wiraswasta,208068,Sarjana,13,Menikah,Pemuka Agama,Laki2,102172000,0,40,> 6 juta
7877,41,Wiraswasta,557349,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,> 6 juta
7878,69,Wiraswasta,269499,SMA,9,Janda,Pembersih,Perempuan,0,0,8,<= 6 juta
7879,24,Pemerintah Lokal,162919,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
7880,35,Pekerja Bebas Bukan Perusahan,127493,10th,6,Menikah,Servis Lainnya,Perempuan,0,0,2,<= 6 juta
7881,50,Pekerja Bebas Perusahaan,304955,Sarjana,13,Menikah,Sales,Laki2,0,0,60,> 6 juta
7882,59,Wiraswasta,147989,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
7883,33,Wiraswasta,120201,SMA,9,Cerai,Pemuka Agama,Perempuan,0,0,65,<= 6 juta
7884,34,Pemerintah Lokal,112680,SMA,9,Cerai,Servis Lainnya,Perempuan,0,0,20,<= 6 juta
7885,31,Wiraswasta,118941,Pendidikan Tinggi,10,Cerai,Servis Lainnya,Perempuan,0,0,20,<= 6 juta
7886,29,Wiraswasta,226295,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0,0,36,<= 6 juta
7887,39,Wiraswasta,269548,1st-4th,2,Menikah,Pembersih,Laki2,0,0,70,<= 6 juta
7888,39,Wiraswasta,141584,Master,14,Belum Pernah Menikah,Sales,Laki2,0,34216000,45,> 6 juta
7889,50,Wiraswasta,201882,Master,14,Menikah,Mesin Inspeksi,Laki2,0,0,30,<= 6 juta
7890,43,Pekerja Bebas Bukan Perusahan,180599,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,35,<= 6 juta
7891,20,Wiraswasta,200421,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,35,<= 6 juta
7892,47,Pekerja Bebas Bukan Perusahan,242519,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,50,> 6 juta
7893,20,Wiraswasta,181032,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0,0,40,<= 6 juta
7894,43,Wiraswasta,245842,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,44,<= 6 juta
7895,20,Wiraswasta,161962,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,16,<= 6 juta
7896,28,Wiraswasta,84547,Sarjana,13,Menikah,Tech-support,Laki2,0,0,40,> 6 juta
7897,28,Wiraswasta,189241,11th,7,Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
7898,36,Pekerja Bebas Bukan Perusahan,122493,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,47,<= 6 juta
7899,33,Wiraswasta,261943,10th,6,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
7900,46,Pekerja Bebas Bukan Perusahan,225456,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
7901,62,Wiraswasta,197286,12th,8,Menikah,Petani,Laki2,0,0,48,<= 6 juta
7902,35,Wiraswasta,198841,SMA,9,Menikah,Petani,Laki2,0,0,40,<= 6 juta
7903,55,Pekerja Bebas Bukan Perusahan,422249,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,50,<= 6 juta
7904,53,Wiraswasta,81794,12th,8,Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
7905,66,Wiraswasta,204283,7th-8th,4,Menikah,Supir,Laki2,0,0,40,<= 6 juta
7906,19,Wiraswasta,57067,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,45,<= 6 juta
7907,23,?,164732,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0,0,10,<= 6 juta
7908,54,Wiraswasta,223660,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,55,> 6 juta
7909,55,Wiraswasta,325007,D3,12,Menikah,Tech-support,Laki2,0,0,25,<= 6 juta
7910,64,Wiraswasta,110212,SMA,9,Menikah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
7911,47,Wiraswasta,345493,Sekolah Professional,15,Menikah,Spesialis,Laki2,1399986000,0,55,> 6 juta
7912,34,Wiraswasta,167497,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Perempuan,107632000,0,50,> 6 juta
7913,21,Wiraswasta,29810,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,50,<= 6 juta
7914,26,Pemerintah Lokal,345779,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0,0,43,<= 6 juta
7915,70,Pekerja Bebas Bukan Perusahan,268832,D4,11,Menikah,Petani,Laki2,0,0,24,> 6 juta
7916,43,Wiraswasta,194773,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
7917,33,Pemerintah Lokal,190027,SMA,9,Cerai,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
7918,69,Pekerja Bebas Bukan Perusahan,165017,Sekolah Professional,15,Menikah,Spesialis,Laki2,0,0,40,> 6 juta
7919,24,Wiraswasta,166297,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0,0,25,<= 6 juta
7920,23,Wiraswasta,240160,D3,12,Belum Pernah Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
7921,40,Wiraswasta,203761,11th,7,Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
7922,32,Wiraswasta,176185,Pendidikan Tinggi,10,Cerai,Ekesekutif Managerial,Laki2,0,0,60,<= 6 juta
7923,47,Wiraswasta,359461,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
7924,21,Wiraswasta,225311,SMA,9,Cerai,Mesin Inspeksi,Perempuan,0,0,40,<= 6 juta
7925,25,Pemerintah Negara,156848,SMA,9,Menikah,Penjaga,Laki2,0,0,35,<= 6 juta
7926,60,?,190497,7th-8th,4,Menikah,?,Laki2,0,0,40,<= 6 juta
7927,37,Pekerja Bebas Bukan Perusahan,188774,Sarjana,13,Belum Pernah Menikah,Penjaga,Laki2,0,0,55,> 6 juta
7928,23,Wiraswasta,111450,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0,0,22,<= 6 juta
7929,38,Wiraswasta,322092,SMA,9,Cerai,Pembersih,Laki2,0,0,40,<= 6 juta
7930,49,Wiraswasta,141944,D4,11,Menikah LDR,Pembersih,Laki2,0,19320000,42,<= 6 juta
7931,19,Wiraswasta,333953,12th,8,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,30,<= 6 juta
7932,18,?,98549,SMA,9,Belum Pernah Menikah,?,Perempuan,0,22428000,35,<= 6 juta
7933,47,Pemerintah Provinsi,55377,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Laki2,0,0,40,> 6 juta
7934,58,Wiraswasta,72812,10th,6,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
7935,24,Wiraswasta,265567,11th,7,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,35,<= 6 juta
7936,37,Wiraswasta,246677,SMA,9,Berpisah,Spesialis,Perempuan,0,0,38,<= 6 juta
7937,34,Wiraswasta,142989,Sarjana,13,Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
7938,40,Wiraswasta,145160,Doktor,16,Menikah,Spesialis,Laki2,0,0,40,> 6 juta
7939,63,Pekerja Bebas Perusahaan,272425,D4,11,Menikah,Ekesekutif Managerial,Laki2,0,0,40,> 6 juta
7940,24,Wiraswasta,258730,SMA,9,Cerai,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
7941,44,Wiraswasta,172025,Pendidikan Tinggi,10,Berpisah,Pemuka Agama,Perempuan,0,0,38,<= 6 juta
7942,21,Wiraswasta,265148,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0,0,38,<= 6 juta
7943,60,Pemerintah Provinsi,286253,SMA,9,Menikah LDR,Pembersih,Laki2,0,0,40,<= 6 juta
7944,32,Pemerintah Provinsi,131534,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
7945,36,Wiraswasta,279721,SMA,9,Menikah,Supir,Laki2,0,0,40,<= 6 juta
7946,46,Wiraswasta,122194,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Perempuan,102172000,0,40,> 6 juta
7947,17,Wiraswasta,350995,12th,8,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,16,<= 6 juta
7948,38,Wiraswasta,312766,Sarjana,13,Menikah,Ekesekutif Managerial,Perempuan,0,0,40,> 6 juta
7949,37,Wiraswasta,82622,Pendidikan Tinggi,10,Menikah,Servis Lainnya,Laki2,0,0,40,> 6 juta
7950,33,Pekerja Bebas Bukan Perusahan,137674,SMA,9,Menikah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
7951,36,Wiraswasta,166509,SMA,9,Cerai,Perbaikan Kerajinan,Perempuan,0,0,40,<= 6 juta
7952,50,Wiraswasta,213041,SMA,9,Cerai,Sales,Perempuan,0,0,40,<= 6 juta
7953,50,Pemerintah Negara,297551,SMA,9,Menikah,Spesialis,Laki2,0,0,52,<= 6 juta
7954,20,Pemerintah Lokal,308654,Pendidikan Tinggi,10,Belum Pernah Menikah,Penjaga,Perempuan,0,0,20,<= 6 juta
7955,41,Pemerintah Lokal,210259,Master,14,Belum Pernah Menikah,Spesialis,Perempuan,0,0,40,<= 6 juta
7956,38,Wiraswasta,193961,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,> 6 juta
7957,35,Pekerja Bebas Perusahaan,333636,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,75,<= 6 juta
7958,34,Wiraswasta,217652,12th,8,Cerai,Mesin Inspeksi,Perempuan,0,0,40,<= 6 juta
7959,25,Wiraswasta,462869,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
7960,30,Wiraswasta,206325,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0,0,45,<= 6 juta
7961,20,Wiraswasta,72055,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
7962,31,Wiraswasta,208458,SMA,9,Cerai,Sales,Perempuan,0,0,40,<= 6 juta
7963,25,Wiraswasta,243786,Sarjana,13,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,37,<= 6 juta
7964,53,Pemerintah Lokal,216931,7th-8th,4,Menikah,Supir,Laki2,0,0,38,<= 6 juta
7965,30,Wiraswasta,381645,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0,0,50,<= 6 juta
7966,67,Wiraswasta,118363,Sarjana,13,Cerai,Ekesekutif Managerial,Perempuan,0,30884000,5,<= 6 juta
7967,19,Wiraswasta,278915,12th,8,Belum Pernah Menikah,Pembersih,Perempuan,0,0,52,<= 6 juta
7968,23,Wiraswasta,376416,SMA,9,Belum Pernah Menikah,Supir,Laki2,0,0,40,<= 6 juta
7969,33,Wiraswasta,222221,SMA,9,Menikah,Ekesekutif Managerial,Laki2,102172000,0,45,> 6 juta
7970,42,Wiraswasta,225193,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
7971,37,Wiraswasta,379522,Sarjana,13,Menikah,Sales,Laki2,0,0,55,> 6 juta
7972,61,Wiraswasta,219886,Pendidikan Tinggi,10,Menikah,Tech-support,Perempuan,0,0,40,> 6 juta
7973,29,Wiraswasta,188401,SMA,9,Cerai,Petani,Laki2,0,0,40,<= 6 juta
7974,28,Wiraswasta,70034,7th-8th,4,Belum Pernah Menikah,Pemuka Agama,Laki2,0,0,40,<= 6 juta
7975,28,Wiraswasta,112425,Sarjana,13,Cerai,Tech-support,Perempuan,0,0,40,<= 6 juta
7976,67,Pekerja Bebas Bukan Perusahan,105907,1st-4th,2,Janda,Servis Lainnya,Perempuan,0,0,20,<= 6 juta
7977,43,Wiraswasta,334991,Pendidikan Tinggi,10,Berpisah,Supir,Laki2,69076000,0,51,> 6 juta
7978,31,Wiraswasta,247444,D4,11,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
7979,45,Wiraswasta,274657,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
7980,27,Wiraswasta,198346,Sarjana,13,Cerai,Pemuka Agama,Perempuan,0,0,35,<= 6 juta
7981,36,Wiraswasta,172571,SMA,9,Menikah,Sales,Laki2,0,0,45,<= 6 juta
7982,33,Wiraswasta,198613,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
7983,57,?,24127,Sarjana,13,Menikah,?,Laki2,0,0,8,<= 6 juta
7984,36,Wiraswasta,184456,Sekolah Professional,15,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,389592000,0,50,> 6 juta
7985,34,Wiraswasta,346736,D3,12,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,0,50,<= 6 juta
7986,62,Pemerintah Negara,159699,Sarjana,13,Menikah,Pemuka Agama,Laki2,0,0,38,<= 6 juta
7987,51,Pekerja Bebas Perusahaan,46281,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0,0,50,> 6 juta
7988,20,Wiraswasta,219262,9th,5,Belum Pernah Menikah,Supir,Laki2,0,0,50,<= 6 juta
7989,46,Wiraswasta,169324,SMA,9,Berpisah,Servis Lainnya,Perempuan,0,0,45,<= 6 juta
7990,46,Wiraswasta,563883,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,60,> 6 juta
7991,53,Wiraswasta,152373,Pendidikan Tinggi,10,Cerai,Perbaikan Kerajinan,Laki2,0,0,48,> 6 juta
7992,28,?,127833,SMA,9,Belum Pernah Menikah,?,Perempuan,0,0,40,<= 6 juta
7993,24,Wiraswasta,239663,10th,6,Menikah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
7994,24,?,390608,SMA,9,Belum Pernah Menikah,?,Perempuan,0,0,36,<= 6 juta
7995,37,Wiraswasta,342480,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,40,> 6 juta
7996,38,Wiraswasta,186191,SMA,9,Cerai,Sales,Laki2,0,0,60,<= 6 juta
7997,23,Wiraswasta,32732,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
7998,56,Pemerintah Provinsi,107314,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
